Line: 1, Token: HEADER, Lexeme: #include <stdio.h>, Type: header, Size: 8
Line: 2, Token: KEYWORD, Lexeme: void, Type: n/a, Size: 8
Line: 2, Token: VARIABLE, Lexeme: printFactors, Type: identifier, Size: 8
Line: 2, Token: KEYWORD, Lexeme: int, Type: n/a, Size: 8
Line: 2, Token: VARIABLE, Lexeme: x, Type: identifier, Size: 8
Line: 3, Token: KEYWORD, Lexeme: int, Type: n/a, Size: 8
Line: 3, Token: VARIABLE, Lexeme: i, Type: identifier, Size: 8
Line: 3, Token: INTCONST, Lexeme: 1, Type: int, Size: 4
Line: 4, Token: KEYWORD, Lexeme: while, Type: n/a, Size: 8
Line: 4, Token: VARIABLE, Lexeme: i, Type: identifier, Size: 8
Line: 4, Token: VARIABLE, Lexeme: x, Type: identifier, Size: 8
Line: 4, Token: INTCONST, Lexeme: 2, Type: int, Size: 4
Line: 4, Token: INTCONST, Lexeme: 1, Type: int, Size: 4
Line: 5, Token: KEYWORD, Lexeme: if, Type: n/a, Size: 8
Line: 5, Token: VARIABLE, Lexeme: x, Type: identifier, Size: 8
Line: 5, Token: VARIABLE, Lexeme: i, Type: identifier, Size: 8
Line: 5, Token: INTCONST, Lexeme: 0, Type: int, Size: 4
Line: 6, Token: VARIABLE, Lexeme: printf, Type: identifier, Size: 8
Line: 6, Token: VARIABLE, Lexeme: i, Type: identifier, Size: 8
Line: 6, Token: STRCONST, Lexeme: "\n", Type: string, Size: 4
Line: 8, Token: VARIABLE, Lexeme: i, Type: identifier, Size: 8
Line: 10, Token: KEYWORD, Lexeme: return, Type: n/a, Size: 8
Line: 12, Token: KEYWORD, Lexeme: int, Type: n/a, Size: 8
Line: 12, Token: VARIABLE, Lexeme: main, Type: identifier, Size: 8
Line: 13, Token: VARIABLE, Lexeme: printFactors, Type: identifier, Size: 8
Line: 13, Token: INTCONST, Lexeme: 36, Type: int, Size: 4
Line: 14, Token: KEYWORD, Lexeme: return, Type: n/a, Size: 8
Line: 14, Token: INTCONST, Lexeme: 0, Type: int, Size: 4
